study_hours_per_day,focus_session_minutes,productive_minutes,distraction_minutes,idle_time_minutes,completed_tasks,pending_tasks,deadline_completion_rate,coding_hours,reading_hours,revision_hours,quiz_score,practice_questions,sleep_hours,break_frequency,focus_score,xp_earned,current_level,streak_days,skills_completed,productivity_score
3.11,68.4,118.1,138.6,154.9,2,11,47.62,2.13,1.13,0.47,52.46,13,7.83,7,28.3,3596,11,58,6,30.09
3.57,75.0,199.2,166.6,112.7,3,16,52.4,1.81,1.48,1.32,54.48,16,6.09,7,37.31,5897,13,44,12,37.37
2.59,66.2,133.5,207.6,103.6,4,12,40.34,1.25,0.58,1.16,47.84,27,7.63,6,41.16,4338,6,107,10,35.87
5.09,177.5,267.5,163.7,78.7,4,11,77.67,2.28,0.88,1.39,87.09,61,6.95,5,71.4,13653,28,210,26,58.77
6.69,220.1,358.1,96.0,34.3,11,7,83.45,2.65,2.57,1.32,86.01,76,6.73,5,81.62,20020,35,263,42,89.32
3.03,82.5,149.8,256.5,145.1,5,15,45.3,0.5,0.8,0.97,57.49,24,7.97,7,45.81,5585,13,118,13,32.4
4.9,138.4,224.8,130.2,83.9,7,6,69.56,1.66,1.37,1.23,65.16,40,6.64,6,56.73,9805,25,174,22,64.95
1.59,45.9,83.8,298.3,103.1,3,14,44.45,1.47,0.0,0.23,59.7,15,4.07,6,34.34,1077,8,92,13,14.28
4.91,152.4,279.0,173.7,118.3,7,10,60.13,2.64,1.1,1.36,67.29,40,5.83,7,56.35,14126,31,175,31,39.94
6.06,130.1,271.9,79.8,49.6,8,7,63.67,2.56,2.37,1.59,69.69,75,6.19,6,67.82,16428,29,269,32,67.49
6.67,149.6,297.2,75.5,20.4,9,3,85.44,3.19,3.15,1.31,66.31,58,7.11,0,73.94,16203,34,217,31,79.26
4.26,181.1,241.2,219.1,106.0,6,9,52.53,1.31,1.15,0.99,56.37,37,6.08,5,50.7,11662,24,156,21,45.42
6.49,182.1,290.4,134.8,89.2,10,2,84.34,2.82,1.19,1.69,64.02,67,6.48,4,78.74,20326,30,251,37,71.4
4.95,163.7,231.8,175.9,104.5,8,8,50.63,1.61,1.96,0.76,65.23,38,6.49,6,62.25,12728,25,133,20,56.79
3.34,128.4,135.6,137.4,127.5,7,12,66.88,1.24,1.15,0.74,60.57,35,7.81,5,52.44,9667,21,108,15,50.84
6.14,186.2,326.2,101.8,44.3,7,5,85.22,2.95,1.82,1.09,81.04,73,7.35,4,85.02,16338,32,290,35,83.18
4.52,181.3,263.4,215.3,110.7,7,13,58.05,1.14,1.43,0.75,65.98,44,9.45,4,63.36,10798,21,88,12,57.55
5.73,206.7,294.6,96.9,127.6,8,5,65.86,2.68,1.91,1.18,75.14,51,6.35,6,72.64,13360,29,155,27,61.32
6.09,169.6,351.7,179.5,77.9,6,10,51.55,1.84,2.0,1.84,56.42,45,4.77,5,65.78,7252,22,210,27,60.39
6.91,200.1,324.3,187.6,77.0,8,10,51.65,2.54,2.28,1.7,64.73,64,6.71,2,69.47,14599,31,181,30,72.21
5.75,172.1,337.5,75.8,51.5,5,10,59.4,2.91,1.7,1.37,75.33,49,8.06,5,70.75,11672,28,127,24,75.42
5.72,185.0,308.4,101.3,66.7,6,9,69.13,2.67,1.72,0.97,81.7,47,8.25,4,72.36,15732,32,182,34,66.15
6.24,184.8,273.6,115.6,77.7,12,6,77.51,1.97,2.56,1.31,85.73,57,7.6,6,73.18,17877,33,241,36,74.8
6.32,229.5,426.6,94.6,71.9,10,3,68.88,2.64,1.25,1.76,72.14,58,6.98,3,72.21,16178,35,184,32,73.29
5.12,198.8,268.3,193.3,104.7,5,10,43.09,3.29,1.49,1.42,54.7,25,6.71,8,51.2,8110,20,158,18,30.88
4.44,103.8,196.3,191.4,106.1,6,9,41.07,1.45,0.65,1.2,66.19,43,6.17,8,59.09,8799,19,106,21,45.03
5.87,170.6,277.5,143.8,122.3,5,8,41.94,1.82,2.25,2.04,63.56,19,4.87,6,60.92,10864,21,144,19,59.12
4.61,135.5,193.9,163.0,128.5,7,13,53.6,1.57,1.78,1.55,50.1,47,7.83,4,52.87,10025,19,183,18,56.92
4.66,118.0,201.5,86.5,107.7,7,10,63.83,1.72,2.07,0.85,69.48,49,4.34,4,63.72,11182,26,221,23,55.47
6.6,174.7,315.1,138.8,68.9,8,8,68.36,2.04,1.93,1.69,76.7,61,7.08,4,72.4,12370,25,197,26,75.07
5.15,144.7,247.2,169.1,70.8,8,8,76.81,2.92,0.63,1.29,65.13,47,7.23,4,67.47,16222,31,202,36,62.85
7.56,235.8,381.9,88.4,102.5,12,7,88.56,2.85,1.77,1.29,89.23,86,9.66,3,84.95,17703,42,280,32,85.44
7.1,231.7,360.9,112.2,73.0,11,8,57.55,2.42,1.45,1.93,65.41,52,6.8,4,83.74,20144,33,216,32,85.5
3.38,118.6,200.9,156.6,74.2,5,13,51.53,2.39,1.25,1.26,44.38,31,7.09,7,59.69,8565,21,137,16,45.05
4.0,77.7,174.7,245.2,96.5,5,9,47.22,1.19,1.13,1.05,55.02,24,7.98,5,58.57,13250,20,64,19,48.96
5.97,202.3,324.9,202.2,91.8,7,10,57.89,2.41,2.41,1.63,56.68,52,9.94,5,64.83,11515,22,136,17,62.66
6.54,199.2,338.8,181.2,73.9,8,8,60.69,2.31,2.05,1.27,81.61,41,4.84,4,69.44,14480,28,221,27,62.71
6.73,215.0,292.5,138.8,27.8,9,10,77.87,3.51,2.25,1.88,79.57,53,7.91,5,77.2,16046,34,289,38,83.7
7.79,274.0,447.4,182.8,34.0,11,7,88.04,3.03,2.31,1.53,94.3,67,7.87,3,75.43,17404,40,312,43,91.04
4.3,114.1,194.9,187.3,92.2,6,12,53.92,1.4,1.24,1.11,64.69,50,6.75,5,49.75,8699,28,135,14,49.09
4.19,137.5,235.6,148.1,81.8,3,16,57.12,1.81,0.81,1.22,68.31,49,9.39,5,60.84,10619,28,87,21,50.42
7.04,228.7,391.7,96.2,109.1,10,7,78.08,2.62,1.31,1.85,77.62,53,7.2,4,74.46,16127,31,197,31,74.74
1.55,58.2,111.3,246.4,118.5,3,17,16.07,0.08,0.54,0.01,27.03,17,7.5,6,37.27,2393,4,86,8,16.26
4.74,115.5,215.9,205.4,81.9,7,10,62.15,2.09,1.08,1.2,47.43,20,5.75,6,61.09,7599,23,82,15,41.85
4.44,120.4,239.0,184.4,102.8,8,12,54.58,2.04,1.71,1.46,67.81,43,5.28,6,53.38,8394,19,82,13,57.45
6.56,241.8,354.6,75.2,117.2,7,9,61.83,2.4,1.07,1.06,70.4,56,8.53,4,67.55,14796,35,222,26,68.02
5.96,172.4,291.1,204.1,85.8,8,11,49.89,2.7,2.21,1.7,71.68,49,5.34,5,65.9,12009,26,176,23,60.92
3.9,139.7,236.0,193.3,82.6,6,11,55.19,1.94,0.96,0.93,56.02,21,6.91,7,49.67,8588,15,83,14,44.41
4.53,151.2,243.0,136.3,124.4,7,9,56.74,2.21,1.22,1.31,76.68,47,7.09,6,63.5,12882,29,167,25,58.56
5.65,139.1,277.7,112.1,127.8,9,8,79.59,2.41,1.5,1.61,73.72,63,7.36,4,89.41,13417,38,210,26,79.78
3.44,160.4,232.4,225.6,130.6,5,13,40.53,1.37,0.46,0.61,64.87,23,7.33,6,34.69,5427,10,21,10,34.22
6.96,213.3,326.1,192.1,92.1,9,6,65.54,2.55,2.23,1.85,71.17,53,5.95,3,66.8,15839,29,201,30,72.22
3.56,130.3,213.6,194.6,120.0,6,12,52.13,0.79,0.53,0.7,64.54,21,6.65,5,45.28,7371,17,120,13,51.0
7.72,211.4,399.1,140.7,63.2,11,4,74.55,2.85,1.7,1.45,80.21,74,8.23,4,86.23,18578,40,253,37,91.5
7.47,206.2,327.4,127.6,25.8,11,8,81.63,3.04,1.72,2.04,93.92,83,7.12,2,89.7,23145,38,297,38,87.3
1.05,25.0,52.4,232.6,145.7,3,16,36.66,1.04,0.91,0.54,48.16,12,6.79,6,36.81,1039,7,27,5,31.1
8.35,233.4,403.4,114.4,55.9,9,7,84.46,3.91,2.09,1.39,85.14,68,6.89,3,75.75,16181,38,230,32,89.02
8.65,239.6,391.1,122.7,46.8,11,3,78.85,4.07,2.43,2.29,94.59,80,7.09,3,100.0,19083,44,291,47,90.18
2.47,81.8,115.9,186.3,118.1,3,10,42.02,0.7,0.55,0.79,47.45,22,6.37,8,48.28,4043,13,45,10,22.96
4.59,141.5,241.9,211.0,101.1,4,8,51.29,1.46,1.32,1.28,57.22,18,8.75,6,54.94,11058,20,151,16,47.38
4.73,112.2,221.2,208.0,140.9,8,11,44.37,1.62,1.05,1.12,63.18,46,9.06,5,55.04,8576,14,107,19,45.41
5.17,174.1,308.5,153.2,67.6,6,8,49.52,2.1,1.81,1.42,60.95,39,6.99,5,64.7,12351,23,133,18,63.21
5.96,165.6,295.6,209.6,91.2,9,9,53.46,2.58,1.74,2.07,63.69,45,6.88,4,62.61,13929,28,128,20,62.83
3.8,99.4,223.0,191.7,103.6,5,11,44.23,1.03,1.89,0.68,59.44,50,9.89,6,51.93,7752,15,53,17,44.69
6.58,165.4,305.8,121.6,90.8,6,5,72.07,3.47,1.75,1.31,81.2,71,7.52,3,87.53,15966,32,193,27,70.28
2.74,24.7,126.1,239.2,118.1,5,13,48.47,1.54,0.46,0.84,57.07,16,5.71,5,51.48,9389,15,119,8,38.95
6.53,188.6,288.1,43.6,37.2,11,7,87.03,2.14,2.05,1.68,84.86,62,4.62,4,81.51,21002,36,258,37,83.83
5.97,238.3,311.7,139.7,70.1,9,7,73.91,1.96,1.62,1.22,83.03,54,8.12,3,80.95,14796,35,249,31,78.67
8.38,258.2,418.2,27.1,64.0,12,1,72.17,3.36,2.39,1.86,90.24,77,7.96,3,86.7,21379,41,302,45,100.0
6.27,163.6,327.0,106.2,80.6,7,10,82.24,2.24,1.93,1.6,79.98,57,7.71,2,66.14,14754,31,161,31,78.85
1.73,10.0,95.2,214.4,149.3,0,14,45.45,0.85,0.82,0.73,55.9,25,6.08,6,44.43,5965,8,4,6,26.27
3.9,81.0,160.2,100.9,120.6,5,9,43.36,2.04,1.85,1.26,63.2,25,8.13,5,47.25,9473,18,124,20,42.41
3.4,113.0,224.3,245.0,127.3,5,11,49.61,1.44,0.78,0.68,54.47,35,7.03,5,42.6,3531,12,51,13,46.04
6.76,233.9,358.5,49.1,14.9,9,8,90.96,2.86,1.37,1.32,73.83,76,9.85,2,83.5,19139,35,255,39,87.53
3.7,103.6,184.3,248.4,89.7,8,12,41.27,1.31,0.93,1.4,59.96,30,4.94,5,52.96,8210,16,93,19,43.24
4.58,146.6,210.3,190.5,93.5,6,15,66.05,1.31,1.07,1.3,59.28,36,7.15,5,68.87,9218,20,125,16,52.29
6.69,184.1,290.9,185.1,85.2,7,10,63.91,2.79,1.81,1.29,63.9,38,7.94,5,58.21,10633,21,124,22,67.52
2.44,51.8,110.2,201.7,119.9,4,14,50.48,1.73,0.98,0.3,45.81,20,6.43,6,42.49,6745,4,95,5,19.37
3.86,96.0,175.5,184.8,140.7,4,9,54.1,2.0,0.9,0.8,61.96,41,6.67,5,46.83,8862,19,142,21,49.64
5.02,137.5,224.7,158.0,61.3,5,15,42.4,1.64,2.17,1.49,62.67,38,6.84,4,52.59,8096,25,168,19,51.86
4.41,119.6,206.8,238.2,155.1,6,11,42.11,1.43,1.22,1.35,50.42,37,8.61,5,59.97,7710,20,145,19,46.58
4.21,138.3,215.5,214.4,106.0,7,12,74.02,1.59,1.16,0.64,78.71,40,8.12,6,67.96,14116,27,217,30,51.07
4.67,179.3,286.2,128.4,90.5,10,8,74.73,0.49,1.48,1.42,71.2,43,7.77,6,47.34,10397,21,161,17,55.77
5.27,200.5,261.2,120.4,107.1,6,11,53.16,1.44,1.18,1.21,58.41,45,7.5,4,44.6,7864,18,147,21,60.8
1.83,70.5,82.6,318.6,167.1,2,12,46.62,0.94,0.0,0.0,48.05,16,7.94,7,27.99,4218,11,77,9,21.9
2.87,90.3,169.6,192.5,123.9,4,10,46.25,0.66,1.12,0.92,44.51,30,6.84,9,42.86,7108,16,93,14,24.36
5.12,187.4,275.7,167.1,62.6,6,7,61.73,1.64,1.02,1.12,61.56,27,5.0,5,60.03,10596,28,162,21,53.47
2.98,40.6,121.2,246.9,53.9,5,10,52.05,0.73,0.43,0.99,64.92,24,8.91,5,45.57,8854,26,138,20,38.44
6.01,165.6,305.1,166.3,89.6,9,11,68.33,2.34,2.45,1.25,75.29,44,9.87,4,77.03,14902,26,193,22,68.95
7.34,220.1,370.1,209.8,87.5,9,8,69.23,3.33,2.23,2.04,63.37,46,8.43,3,75.57,14080,33,216,32,73.32
8.09,245.2,411.8,120.2,30.6,11,7,81.1,2.89,2.45,2.12,79.27,58,7.53,3,76.15,14961,42,327,37,87.53
6.07,161.7,278.9,183.0,69.1,9,7,83.58,2.64,1.5,1.77,67.73,48,7.13,5,74.79,17691,29,226,29,73.21
8.67,237.2,375.8,11.0,38.7,12,4,79.56,3.59,2.94,2.13,93.82,73,7.68,3,93.61,17560,42,241,40,95.23
3.61,145.4,241.3,138.9,115.9,5,12,59.29,0.84,1.69,0.72,62.03,36,8.95,7,47.55,12051,14,85,20,44.17
2.66,53.1,128.6,195.2,151.2,4,12,47.43,0.5,1.01,0.96,44.79,35,7.08,5,42.6,5624,14,75,7,37.32
3.86,139.5,223.8,165.3,141.9,3,11,63.95,1.49,1.51,0.89,58.93,20,6.77,7,43.07,10401,14,118,17,41.32
4.4,147.2,243.3,159.2,103.0,6,11,55.23,2.23,0.84,0.86,64.09,50,8.04,7,66.07,10520,19,179,24,40.47
5.2,125.2,236.2,51.2,80.7,8,6,66.82,2.07,1.22,1.28,68.12,80,7.89,5,69.62,16400,37,238,30,78.37
7.52,243.8,390.3,65.0,13.7,13,2,89.51,3.98,1.76,2.17,83.01,74,9.35,1,93.44,20246,41,310,36,93.87
7.57,238.3,354.3,91.5,61.7,9,7,78.94,3.01,2.79,1.28,79.1,57,8.16,4,70.97,14049,40,329,39,79.69
3.18,106.4,192.8,208.3,118.2,3,12,56.31,0.84,0.98,0.55,56.45,18,8.77,6,43.44,4573,12,40,9,31.99
4.45,112.8,191.8,159.5,77.9,10,12,56.25,1.69,1.51,0.7,56.61,54,7.86,5,63.15,13049,29,209,27,57.67
4.6,135.3,184.8,130.1,41.6,9,9,71.17,2.25,1.12,0.88,79.76,55,7.08,2,67.39,13751,33,186,29,64.54
2.66,120.6,174.0,264.2,113.4,3,16,35.0,1.67,0.4,0.91,41.16,16,5.22,6,35.68,5000,8,64,14,28.23
0.5,10.4,40.6,267.0,173.1,0,15,11.72,0.0,0.68,0.15,45.74,0,6.87,8,27.71,1561,3,7,1,1.13
2.71,66.2,123.9,207.3,86.3,5,13,47.11,1.43,1.62,1.02,58.52,20,7.34,6,47.59,5266,16,28,15,40.4
6.48,209.0,331.5,145.7,82.5,6,12,61.49,2.9,2.0,1.67,73.2,47,5.9,4,47.49,8831,29,173,21,62.82
6.33,208.0,303.8,187.1,73.1,8,7,69.17,2.69,1.45,1.37,74.61,66,7.05,5,76.98,16377,32,231,30,73.28
3.51,71.1,153.6,183.9,52.6,9,12,56.06,1.55,0.07,0.9,58.38,31,7.01,6,61.64,12003,24,146,20,49.1
3.91,121.7,205.9,148.7,104.2,3,16,46.92,0.65,1.51,0.84,49.97,13,6.06,6,47.57,5978,13,128,16,37.72
3.83,88.8,181.2,156.1,65.2,6,11,60.54,1.28,1.28,0.88,72.01,33,7.29,5,62.38,10459,21,170,22,54.5
4.82,215.8,302.4,153.8,61.9,12,8,54.07,1.32,1.27,1.59,77.15,70,7.59,4,71.12,15894,35,225,32,65.35
4.53,171.5,235.5,224.1,94.0,9,11,33.33,1.91,1.43,1.08,48.58,28,8.34,6,52.85,6120,23,115,18,38.72
5.3,163.7,280.9,130.8,82.4,10,8,73.5,2.41,1.57,1.11,80.47,67,6.0,4,72.55,19406,34,280,37,71.16
6.88,194.6,270.4,140.5,43.5,9,9,81.98,2.62,2.12,1.61,81.06,68,6.34,4,75.21,16706,34,198,32,78.32
3.58,142.6,252.2,196.8,136.3,3,9,55.19,1.88,1.45,1.04,34.17,26,5.48,9,42.49,7444,9,111,9,23.07
6.94,216.5,297.2,82.6,92.6,11,6,68.83,3.02,1.16,1.82,83.61,75,6.17,4,74.48,19241,40,300,38,82.05
6.59,190.3,300.7,148.9,79.4,13,4,74.14,2.46,1.82,1.34,82.96,59,7.01,2,83.45,16993,32,259,35,75.23
6.64,216.6,322.5,63.4,99.8,11,4,61.25,2.51,1.72,1.46,76.58,65,7.53,3,87.79,16280,37,290,34,75.25
1.61,54.1,73.5,294.5,113.4,6,16,47.51,0.24,0.18,0.47,45.57,7,7.54,6,27.6,4739,12,84,7,20.65
8.5,286.8,425.9,0.0,42.8,12,4,80.88,3.75,2.85,2.02,95.18,73,7.26,0,90.53,19890,43,291,42,94.48
6.09,171.9,293.5,171.9,61.0,9,8,70.69,2.75,1.39,1.88,68.24,46,7.8,6,48.16,12430,21,146,25,59.02
3.4,73.8,121.9,145.5,117.2,4,14,54.32,2.11,0.29,1.13,58.63,17,4.77,7,44.06,7333,18,130,16,34.95
3.92,99.3,167.0,255.4,120.1,3,12,61.15,1.91,1.23,0.78,40.45,14,8.83,7,39.75,4129,14,42,4,24.16
3.2,148.4,200.4,197.5,155.1,4,12,39.84,1.86,0.68,0.62,50.15,0,6.07,7,23.0,4339,11,64,9,25.56
3.46,85.7,145.2,230.9,132.1,6,11,60.07,1.22,0.64,0.59,58.62,23,8.55,7,40.26,7855,17,94,21,37.77
4.07,109.7,187.5,130.0,117.0,11,8,56.56,1.94,0.79,1.5,81.05,56,5.98,4,54.63,10071,17,174,20,59.45
7.38,223.1,354.9,87.7,28.4,11,12,77.9,2.87,1.03,2.02,78.23,64,8.62,2,71.92,19473,32,299,35,87.49
2.61,69.0,70.6,286.3,70.8,3,10,42.96,0.07,0.0,0.83,55.11,31,6.53,7,44.66,5180,15,107,10,16.15
5.59,151.8,277.2,136.4,84.1,9,6,70.17,1.69,1.81,1.32,81.33,69,7.68,2,76.33,17947,38,241,29,67.46
3.07,76.7,161.9,222.7,145.6,4,15,37.22,1.89,0.83,0.51,57.24,18,8.87,8,36.88,6379,12,76,5,26.93
4.5,149.8,267.0,231.5,109.9,6,12,60.88,2.06,1.68,1.16,66.17,24,6.18,5,54.57,9462,17,108,13,46.13
8.35,235.3,407.0,54.2,90.6,11,2,85.33,3.09,2.87,2.08,83.08,71,7.93,3,89.11,18374,37,244,34,94.52
6.38,210.4,310.6,151.3,95.8,8,10,73.23,2.63,2.29,1.23,65.33,53,7.41,4,54.57,10990,28,176,26,73.52
8.04,215.2,391.4,134.0,78.5,10,6,89.55,2.59,2.25,1.91,88.09,88,7.32,3,81.45,21331,44,308,35,90.85
2.09,58.5,94.7,265.4,98.9,3,14,56.38,0.71,0.04,0.49,51.93,17,6.82,8,38.82,4838,11,84,8,25.77
5.55,173.6,253.7,60.0,95.5,7,6,46.5,1.78,1.19,1.41,73.84,55,5.93,6,72.33,12288,27,201,24,55.35
3.55,119.5,226.9,178.1,96.9,6,9,42.07,1.74,0.68,0.23,50.3,41,9.41,6,53.78,9703,22,163,15,49.05
7.14,201.3,341.0,112.4,70.1,12,9,72.49,2.59,1.98,1.26,80.75,68,5.84,2,85.75,18780,43,319,36,82.93
8.81,256.4,390.3,106.5,23.9,12,4,88.43,3.76,2.21,2.27,77.51,62,7.14,5,68.02,17276,35,215,33,91.65
4.22,150.1,220.6,209.2,61.4,5,7,76.69,2.17,0.0,1.17,69.92,47,7.03,5,57.58,10207,22,83,20,60.8
5.37,159.4,242.1,158.2,97.0,5,10,70.94,2.18,1.27,1.37,58.72,52,8.28,3,70.88,13103,28,129,21,59.58
7.97,281.4,456.3,109.6,37.5,14,7,96.86,2.65,2.16,2.17,95.18,78,6.71,3,87.5,23329,43,283,43,98.35
6.15,154.1,293.0,122.5,70.3,9,7,68.0,2.45,1.42,1.51,78.48,64,6.98,3,72.4,18548,37,189,34,79.71
4.42,121.9,259.2,97.6,133.7,5,9,54.14,1.39,1.61,0.89,68.12,23,6.73,7,53.83,10875,18,188,21,47.1
5.38,132.2,258.9,186.2,61.5,6,13,41.98,2.01,1.94,0.97,59.6,58,8.12,6,51.31,9225,31,197,29,58.27
2.95,107.5,129.8,210.5,129.0,5,12,53.36,0.42,0.52,0.63,64.59,27,8.34,8,45.4,9267,16,115,18,38.64
6.31,163.2,278.4,103.8,92.7,10,6,72.36,2.31,1.64,0.95,77.59,72,5.77,2,70.09,15038,31,212,34,73.36
4.66,177.4,246.3,84.5,75.2,7,7,77.93,1.65,1.2,1.22,70.58,51,8.29,3,72.37,15589,30,167,29,69.08
6.85,207.1,346.4,125.0,95.7,11,9,92.5,2.39,1.76,1.9,82.51,67,8.05,4,85.47,17851,37,202,35,89.31
3.5,121.9,168.4,107.5,81.7,7,16,55.55,1.58,0.59,0.78,81.93,48,5.77,5,50.76,8270,22,168,20,50.15
7.9,226.9,375.6,65.6,52.6,10,4,76.74,3.26,2.95,2.5,85.52,72,7.5,3,72.76,16474,38,221,37,84.89
7.27,235.0,366.4,69.6,57.7,10,8,83.89,2.94,1.6,1.58,66.16,53,6.05,4,75.58,16072,37,217,32,84.49
6.75,220.2,380.1,127.6,68.6,7,6,56.94,3.1,1.79,1.69,81.46,41,6.98,4,64.57,14117,26,235,26,65.95
1.46,10.0,0.0,281.4,141.9,2,17,42.95,1.38,1.05,0.38,56.88,23,7.06,8,29.35,4079,1,39,2,9.58
5.77,177.5,266.7,114.7,83.8,12,7,76.31,1.7,1.89,1.67,69.06,50,8.03,3,67.79,13620,27,209,23,74.73
3.83,122.4,212.9,170.2,140.0,4,11,52.96,1.34,0.94,1.25,68.42,23,6.61,5,61.0,8557,18,118,16,58.24
5.25,179.9,227.4,165.0,65.2,8,6,67.95,2.59,1.11,0.64,68.43,61,6.42,3,65.28,12554,34,227,26,64.63
5.43,159.1,257.9,105.1,109.5,8,7,65.32,2.33,1.72,1.23,74.39,51,8.63,4,66.19,14292,31,182,33,69.24
5.13,153.2,234.9,124.7,47.3,7,8,72.11,2.04,1.52,1.38,54.33,41,5.02,5,57.57,11481,21,146,26,64.32
3.34,64.2,137.0,193.7,138.3,6,9,72.68,0.63,0.78,0.88,64.49,60,7.76,5,56.39,8514,22,157,24,65.29
4.4,101.3,185.2,238.5,107.2,5,9,52.58,1.74,1.79,1.35,64.32,39,7.97,5,54.04,5759,19,157,8,48.23
5.46,194.3,315.2,68.4,74.1,9,7,75.97,1.68,2.43,1.47,81.07,51,5.75,4,75.4,14583,32,192,32,77.34
7.92,276.0,453.3,136.5,63.3,11,10,80.28,3.16,2.72,1.51,97.94,67,8.2,2,85.1,14589,33,190,37,89.44
4.58,77.7,164.8,153.3,168.2,8,9,63.55,1.89,1.59,0.46,68.51,36,7.03,3,50.49,11687,19,151,22,56.53
6.08,194.2,340.6,91.6,60.5,9,7,85.25,1.97,1.54,1.25,82.01,57,6.5,4,82.93,14517,35,239,35,84.4
7.01,245.9,348.9,76.5,68.9,9,7,72.08,3.19,3.05,2.02,78.01,61,7.44,4,64.97,17060,29,253,30,83.03
4.65,130.0,212.7,133.5,37.3,6,11,53.25,1.54,1.81,1.27,59.26,48,8.63,5,63.33,12151,21,154,23,59.09
2.25,45.3,94.4,290.2,124.9,1,11,38.45,1.02,0.0,0.52,72.43,19,6.05,7,48.69,3884,10,69,11,28.04
4.18,117.9,231.3,154.8,93.6,8,10,56.53,1.06,1.07,1.03,73.06,39,8.46,7,61.34,13117,24,138,12,49.85
3.66,117.7,191.1,241.7,132.0,4,14,56.83,1.85,1.35,0.23,67.91,48,6.46,6,48.49,11883,20,108,20,42.47
5.16,120.4,214.9,135.5,95.8,6,6,59.34,3.12,2.31,0.97,68.11,36,7.58,3,56.0,12316,26,176,26,63.1
4.69,123.0,199.5,349.1,75.3,3,13,49.81,2.02,1.32,1.56,55.67,16,5.45,8,30.33,1272,11,50,13,25.09
3.94,118.3,207.9,223.5,135.5,3,12,43.02,1.28,1.19,1.04,69.18,38,5.85,7,53.09,7002,11,40,18,37.94
0.5,46.4,35.6,278.8,177.8,1,15,38.28,0.88,0.18,0.45,30.95,0,7.88,6,33.72,718,1,0,5,18.15
5.1,173.3,280.4,134.4,41.6,6,7,75.38,1.23,1.82,1.36,72.21,52,8.79,4,69.93,13674,28,217,32,69.04
4.02,141.8,252.6,108.7,86.3,7,7,68.43,2.01,0.74,1.26,79.3,58,8.11,3,77.88,15450,34,261,31,70.7
4.1,100.6,186.4,136.1,20.3,6,9,43.24,0.95,1.29,0.59,59.52,21,6.43,3,48.43,8005,21,114,24,50.91
5.72,167.2,279.5,91.6,86.0,9,10,39.29,2.63,1.45,1.42,81.53,57,7.06,5,64.17,11528,27,157,24,61.57
3.82,133.0,219.3,173.3,78.3,9,12,49.62,1.82,1.18,0.95,55.81,27,7.96,7,54.76,9163,17,159,18,47.12
3.87,106.8,214.7,300.7,98.8,3,13,40.95,1.82,1.39,1.2,51.1,28,6.25,7,49.99,6606,11,69,15,33.86
0.95,56.1,55.6,224.1,134.5,2,12,35.7,0.49,0.13,0.0,54.01,24,4.61,7,44.71,2741,12,41,6,20.57
3.01,54.8,120.3,260.2,149.5,4,16,29.73,1.24,0.38,0.14,40.71,24,5.69,8,40.6,4663,15,103,11,16.55
5.48,205.8,305.8,198.0,114.5,7,7,54.08,1.89,1.79,0.99,67.48,43,6.58,5,62.99,11372,28,202,20,61.97
4.32,113.5,202.9,199.7,86.1,4,13,56.78,1.0,1.32,1.54,49.07,26,7.99,7,46.23,6890,14,43,12,35.26
5.38,119.6,214.2,124.7,72.1,10,10,68.34,2.76,2.13,1.45,81.46,57,7.14,5,74.74,16775,32,228,36,74.91
5.0,156.6,228.2,215.9,99.9,8,11,49.66,2.88,0.45,1.53,74.71,26,6.61,6,50.55,7391,24,119,20,49.32
5.07,179.5,281.2,204.8,60.9,9,10,66.21,1.85,1.98,1.71,82.65,62,7.7,7,74.32,15638,35,188,29,69.14
5.06,157.9,277.4,283.2,77.4,4,13,42.18,1.53,1.15,0.74,46.65,8,5.69,6,38.97,4480,12,61,14,42.43
6.52,198.9,328.4,135.2,94.5,8,2,80.53,2.33,2.32,1.15,77.7,51,8.51,4,82.31,17647,39,251,33,77.16
2.18,22.5,87.9,215.5,135.5,2,12,31.87,0.48,0.78,0.8,41.4,6,5.82,7,29.71,3746,5,43,3,18.68
0.99,13.7,58.2,285.2,108.8,2,12,44.67,0.7,0.0,0.75,50.28,19,7.79,6,32.79,1903,10,39,8,31.99
7.62,252.7,359.8,88.6,38.2,12,9,89.65,2.88,3.34,1.92,85.69,73,6.59,1,83.87,18692,42,231,36,87.52
5.23,154.8,260.4,122.8,98.1,6,5,65.2,2.28,1.25,1.67,58.53,47,7.32,4,68.05,13332,31,204,23,66.59
3.48,124.2,165.2,174.3,102.0,5,9,54.66,1.06,1.03,0.72,61.66,34,7.57,5,54.23,9681,21,116,22,51.91
3.54,132.6,211.8,195.7,140.4,7,12,52.32,1.52,1.3,1.27,47.91,25,8.85,4,50.15,6433,12,105,16,43.68
3.13,139.1,141.9,239.2,188.6,2,15,52.64,0.64,0.75,1.06,54.9,28,4.48,5,42.63,4353,13,32,9,24.81
3.74,118.8,202.5,165.2,128.5,3,13,58.74,0.52,0.9,1.0,62.62,31,9.61,6,44.76,8839,22,115,18,37.01
6.23,251.7,334.1,99.1,33.0,10,4,71.98,2.86,2.16,1.56,71.94,71,7.7,3,74.41,19078,37,277,40,86.44
4.28,147.5,223.8,172.3,143.7,6,11,46.31,1.79,1.25,1.33,66.15,19,7.78,8,55.51,10344,23,124,12,37.71
