study_hours_per_day,app_usage_minutes,idle_time_minutes,lms_logins_per_week,submission_offset_hours,completion_rate_percent,deadline_misses_30d,streak_days,avg_session_length_min,distraction_visits_per_day,sleep_hours,risk_level,is_procrastinator
3.36,188.1,38.6,11,17.4,48.9,6,6,24.6,8,6.23,Moderate,1
3.09,122.6,38.1,8,30.6,50.2,7,7,43.9,15,6.24,High,1
4.28,94.8,39.7,9,7.2,54.4,6,9,46.8,14,6.0,High,1
2.58,181.8,46.7,10,16.1,74.0,5,11,36.2,1,7.38,Low,0
4.18,135.5,29.0,11,5.0,62.5,6,12,48.7,11,6.99,High,1
1.11,203.1,79.0,2,-25.4,33.9,13,3,25.7,12,5.77,High,1
4.37,163.1,46.8,11,31.2,72.4,1,7,49.8,8,6.49,Moderate,0
3.64,232.5,67.3,6,0.8,27.9,8,6,28.2,10,4.89,High,1
2.88,198.0,45.3,9,13.8,53.2,10,4,32.7,6,7.66,Moderate,1
4.45,192.8,53.7,11,2.4,49.0,10,3,41.9,4,6.54,Moderate,1
3.99,177.6,54.7,10,-2.0,29.1,9,9,26.9,11,6.86,High,1
3.04,185.6,29.2,7,26.9,40.9,8,8,21.2,9,6.09,High,1
5.83,139.4,13.7,10,35.1,71.5,6,16,34.0,4,5.14,Moderate,0
2.3,252.9,54.5,10,10.8,34.4,9,3,34.3,10,4.88,High,1
0.82,162.9,39.4,5,2.4,45.7,9,10,45.7,12,5.31,High,1
4.65,141.7,78.2,10,-5.7,59.0,6,7,28.8,7,6.83,Moderate,0
3.58,154.4,36.3,6,15.9,63.1,5,6,42.9,6,7.02,Moderate,0
4.88,110.7,22.5,11,23.0,75.5,6,14,40.4,6,6.45,Moderate,0
2.81,155.9,72.2,7,4.5,61.8,8,6,55.1,5,4.5,High,1
0.0,228.3,36.7,6,-11.1,37.5,11,3,26.0,10,5.84,High,1
5.17,120.4,16.0,9,12.3,66.8,5,14,47.2,0,7.7,Low,0
3.43,128.8,42.6,9,31.6,59.5,4,9,42.3,4,5.46,Low,0
2.04,161.5,74.8,7,10.6,58.1,6,0,8.3,5,4.58,Moderate,1
5.58,110.0,48.4,10,63.6,62.5,6,8,41.6,10,6.69,Low,0
4.26,209.6,42.4,8,45.8,57.5,6,10,13.1,3,5.91,Low,0
3.28,139.6,28.7,9,12.8,68.4,4,14,60.3,11,6.23,Moderate,1
3.98,125.5,26.3,14,37.3,75.8,6,16,51.6,4,5.73,Low,0
3.53,253.4,59.9,3,17.3,42.4,9,4,16.3,13,5.62,High,1
3.48,151.0,72.0,3,7.6,47.5,9,3,42.1,9,5.93,High,1
3.24,113.5,40.5,8,33.0,61.0,7,10,46.5,13,6.54,Moderate,0
5.13,155.3,50.5,7,8.7,56.4,7,4,44.8,9,7.75,Moderate,0
3.89,186.1,32.7,6,30.4,36.9,8,10,41.4,9,6.55,High,1
4.89,44.2,27.9,15,56.2,90.3,1,18,63.9,2,5.22,Low,0
5.5,135.3,1.3,13,31.5,75.2,2,18,45.9,4,6.98,Low,0
3.04,175.4,39.8,7,7.6,46.6,7,11,33.4,6,6.4,High,1
4.39,146.3,12.5,9,21.5,60.6,5,14,27.0,5,4.91,Low,0
2.35,140.6,48.2,11,10.3,47.8,8,4,50.3,9,6.91,High,1
3.4,110.5,47.3,9,1.2,67.6,8,11,46.6,4,6.57,Moderate,0
5.23,151.0,18.0,6,21.9,63.3,3,14,47.9,7,5.95,Low,0
1.38,253.2,44.3,5,-1.6,22.8,12,4,32.4,15,3.65,High,1
4.34,121.2,26.9,9,15.8,65.9,3,14,32.6,3,6.36,Moderate,0
4.6,152.8,41.0,11,17.1,63.0,2,11,48.6,7,6.6,Low,0
1.12,195.6,43.8,4,-12.2,30.9,12,3,33.9,10,4.87,High,1
5.02,123.2,29.9,11,31.7,88.8,1,14,62.0,2,7.21,Moderate,0
3.3,119.0,53.9,12,31.1,74.4,4,15,40.3,8,6.5,Low,0
4.34,172.4,63.5,8,12.4,56.3,7,9,21.8,10,6.79,Moderate,1
3.48,154.6,40.4,10,28.7,60.6,4,15,51.1,12,6.07,Low,0
5.76,116.8,18.1,12,31.7,73.6,3,13,36.4,5,6.4,Low,0
5.34,170.1,23.5,10,-6.2,53.9,5,11,31.6,10,4.84,Moderate,0
3.49,147.7,57.7,10,6.2,66.1,7,16,41.0,6,6.67,Moderate,0
1.73,254.9,56.5,6,17.0,48.4,10,6,28.2,13,5.2,Moderate,1
5.28,16.1,26.0,11,44.6,86.9,1,22,55.8,3,5.99,Low,0
3.9,127.8,66.1,8,14.6,46.3,9,9,36.5,11,5.76,High,1
3.76,167.6,50.8,8,24.6,80.3,4,13,42.5,3,7.5,Moderate,1
4.45,202.3,53.8,11,13.3,59.3,7,9,16.2,10,7.65,Moderate,1
4.57,175.2,56.9,9,16.8,51.0,7,8,30.5,7,5.71,High,1
5.55,76.6,55.7,13,35.2,70.3,6,15,54.3,3,7.3,Low,0
3.29,191.4,38.6,8,34.0,48.8,7,11,17.9,8,5.09,Moderate,0
3.57,144.9,27.3,17,57.9,89.6,3,17,56.2,0,6.56,Moderate,0
5.68,83.3,14.4,10,30.4,85.0,2,17,44.6,14,7.85,Low,0
4.4,165.9,57.3,4,7.9,43.8,10,5,52.9,14,5.04,Moderate,1
4.12,100.4,49.6,7,29.5,71.5,4,9,43.8,9,5.48,Moderate,0
0.89,254.7,95.3,9,6.3,38.4,10,0,12.8,8,5.77,High,1
4.02,179.3,25.2,10,27.5,43.6,3,8,30.3,5,5.85,Moderate,0
5.02,147.7,16.3,9,15.6,65.1,6,10,42.2,8,4.99,Moderate,0
3.02,198.8,40.6,11,28.0,71.0,6,7,47.5,7,7.01,Low,0
2.82,123.7,29.3,6,37.9,75.9,6,9,40.0,4,6.07,Moderate,1
4.43,108.2,47.9,10,45.5,68.2,3,16,34.9,0,7.3,Moderate,0
5.38,65.3,41.7,12,36.2,74.4,3,16,49.7,3,7.6,Moderate,0
2.43,181.6,64.8,5,25.3,51.5,9,3,44.5,8,7.59,Moderate,0
2.34,239.5,47.1,7,17.3,51.6,7,5,17.3,4,6.53,Moderate,0
1.94,227.1,47.6,2,6.6,39.9,11,5,18.5,7,5.26,Moderate,1
3.77,184.0,46.2,8,33.7,51.5,5,12,29.1,11,5.22,Moderate,1
1.32,215.3,66.1,12,5.7,40.5,11,10,29.8,10,7.05,High,1
5.62,202.4,29.2,10,11.5,68.6,6,11,53.1,7,7.74,Low,0
3.96,140.7,46.6,8,7.8,69.8,5,7,54.6,8,7.34,Moderate,1
1.88,194.2,52.3,9,-5.8,43.5,11,7,31.4,7,6.44,High,1
1.92,178.8,27.8,4,-3.7,37.5,6,10,24.3,11,4.84,High,1
0.77,181.1,53.4,10,13.4,52.4,11,3,19.5,15,7.15,Moderate,1
6.17,87.8,1.2,11,21.3,70.3,4,17,43.2,5,7.28,Low,0
1.65,139.2,32.6,11,21.9,59.8,7,15,52.3,11,6.57,High,1
2.85,232.6,34.5,8,-19.3,49.8,9,6,33.8,14,6.42,High,1
4.11,106.5,54.3,9,22.1,59.3,11,13,42.0,10,6.03,Moderate,0
2.81,132.4,58.1,8,-0.2,54.0,9,1,22.6,16,6.87,Moderate,1
1.81,200.1,48.4,5,-8.7,27.9,11,4,33.7,11,4.79,High,1
5.98,107.5,60.4,12,35.5,82.5,4,14,65.3,11,7.33,Low,0
2.88,87.7,17.4,11,49.7,76.1,5,11,39.5,7,6.56,Moderate,0
1.57,197.6,77.2,2,-14.7,34.2,11,7,38.5,10,7.26,High,1
2.94,156.1,62.9,7,1.2,53.4,7,11,25.1,13,7.11,High,1
8.61,31.6,6.1,14,32.3,85.7,1,18,46.2,0,6.81,Low,0
6.64,117.1,15.1,12,41.0,80.9,2,16,48.2,3,7.03,Low,0
4.2,108.4,25.2,8,20.9,66.3,3,11,51.2,9,6.02,Low,0
4.73,188.6,50.5,5,-1.7,56.1,8,6,35.5,10,6.07,Moderate,1
5.04,197.1,20.7,10,27.1,67.4,4,14,45.0,3,6.91,Low,0
4.16,102.3,34.4,12,20.2,75.2,7,15,27.7,6,7.06,Moderate,0
4.26,56.7,24.9,14,19.1,63.2,5,18,56.6,5,7.59,Moderate,0
2.08,151.6,56.6,10,32.9,47.3,5,12,44.1,17,4.92,Moderate,0
5.04,41.4,28.2,9,51.8,93.6,2,16,42.2,0,7.39,Low,0
3.92,231.0,33.6,10,2.6,37.2,10,15,18.5,16,6.32,High,1
4.84,152.7,55.5,8,18.6,53.0,7,9,38.5,8,6.02,Moderate,1
3.02,155.7,52.9,7,28.3,37.8,9,7,52.4,11,6.39,Moderate,0
8.89,91.3,0.0,10,42.3,92.7,0,22,51.1,0,7.51,Low,0
4.89,128.9,45.8,10,27.1,70.1,3,9,51.3,9,6.61,Moderate,1
2.41,183.2,68.7,5,11.6,30.9,11,1,12.7,11,5.21,High,1
4.19,124.0,9.3,15,1.4,58.6,5,10,37.7,8,6.71,Low,0
2.78,197.8,51.1,6,4.5,42.4,6,9,40.2,12,5.69,Moderate,1
2.86,130.0,22.7,8,30.0,56.6,3,10,28.0,6,4.97,Low,0
4.03,92.6,54.2,16,29.1,70.4,5,13,49.0,3,6.62,Low,0
0.89,182.3,74.9,3,-15.1,29.1,12,3,31.0,19,5.62,High,1
3.31,224.2,54.1,11,27.4,54.1,6,8,42.0,11,6.69,Moderate,1
1.79,210.9,67.8,6,4.6,39.7,10,3,47.6,9,4.86,High,1
6.14,152.4,38.0,11,14.3,84.0,3,19,38.4,8,8.17,Low,0
6.32,59.7,12.4,11,37.2,86.5,4,21,39.0,5,7.38,Low,0
2.1,193.5,68.6,11,3.0,60.4,6,6,41.4,11,6.39,Moderate,0
5.3,112.2,0.0,10,4.1,53.4,6,3,23.6,11,4.37,Moderate,0
4.68,133.4,43.9,9,20.8,59.9,6,14,39.3,8,7.67,Low,0
2.03,118.7,62.2,8,3.6,36.1,5,4,18.4,13,5.53,High,1
4.89,184.4,34.8,11,10.8,56.4,4,15,44.5,2,6.05,Moderate,0
5.99,160.8,29.9,13,61.1,70.0,2,22,42.3,7,5.92,Low,0
6.57,149.8,66.5,13,33.5,75.3,4,16,38.6,11,6.67,Low,0
5.07,185.7,51.7,9,27.7,41.7,6,8,57.0,8,5.39,Moderate,0
5.67,62.2,48.9,10,30.3,68.1,2,13,48.0,6,6.96,Moderate,0
3.35,270.6,51.0,2,26.6,59.6,11,0,23.5,19,5.42,High,1
2.94,196.8,51.3,6,14.4,48.7,6,13,38.6,10,6.86,Moderate,0
1.63,200.9,53.6,8,-1.1,42.2,7,10,21.5,10,6.1,High,1
1.46,244.2,68.9,4,2.2,40.6,14,2,25.9,15,6.26,High,1
3.15,183.8,62.6,9,27.1,58.0,5,8,31.9,8,5.93,High,1
4.52,127.3,0.0,9,32.0,63.2,4,14,52.4,5,6.41,Low,0
4.41,122.8,17.9,13,17.6,90.6,2,16,48.5,8,5.12,Moderate,0
3.5,137.4,47.6,6,3.9,68.6,7,10,32.5,1,4.86,Low,0
4.36,2.5,32.5,13,37.3,88.3,0,12,45.1,1,5.3,Low,0
4.07,85.0,16.4,14,33.2,80.6,2,11,35.1,9,6.81,Low,0
5.98,134.9,46.1,11,27.0,75.9,4,17,45.1,4,6.77,Low,0
2.93,237.3,64.1,6,15.1,44.5,9,7,38.5,13,6.37,High,1
2.57,139.7,32.4,14,17.3,80.3,6,14,55.5,5,7.19,Low,0
4.88,210.8,25.4,7,10.8,51.0,5,9,36.4,5,5.45,Moderate,0
5.87,77.3,52.5,13,30.0,80.6,1,14,38.5,3,6.84,Low,0
3.86,107.1,53.1,13,22.3,74.1,7,5,32.9,5,7.57,Low,0
3.46,173.5,60.8,7,11.0,51.5,7,8,52.9,13,6.32,Moderate,0
6.63,119.3,14.1,11,33.6,72.5,0,18,53.6,0,4.93,Low,0
2.56,96.8,41.6,6,16.6,52.6,6,10,34.2,11,6.01,High,1
2.65,182.8,68.3,8,2.7,40.5,9,10,29.4,14,5.58,Moderate,1
2.41,208.8,43.7,7,10.1,50.3,8,7,23.6,7,6.23,High,1
4.92,76.7,26.1,9,53.1,64.2,4,15,46.8,0,7.47,Low,0
3.81,164.9,50.2,12,40.2,59.1,5,8,36.2,9,6.02,Moderate,0
4.7,103.3,45.3,14,55.7,73.5,2,14,44.2,5,5.58,Low,0
5.83,145.9,24.1,14,26.1,73.2,7,15,54.4,5,5.76,Low,0
3.92,208.7,33.1,10,-0.8,52.0,6,9,36.0,9,6.63,High,1
2.74,202.8,51.6,7,13.4,58.7,6,14,27.1,3,6.56,Moderate,0
1.29,112.4,68.2,4,11.2,49.9,6,8,30.9,9,5.84,High,1
5.82,147.7,42.5,9,11.5,79.5,4,7,53.2,5,5.29,Low,0
6.16,71.8,7.4,10,16.3,68.7,4,16,49.6,5,5.86,Low,0
2.25,180.4,58.3,3,-3.6,26.8,9,3,41.0,4,4.66,High,1
1.99,192.6,19.5,9,14.2,51.9,8,8,42.1,11,6.81,Moderate,1
0.97,184.3,81.7,7,-15.1,47.8,11,1,33.6,5,6.25,High,1
3.69,146.0,50.6,10,13.8,48.2,7,2,48.4,6,5.36,High,1
4.82,84.2,5.8,13,34.9,91.8,0,19,57.2,5,6.38,Low,0
2.43,163.5,63.7,7,-35.9,46.5,9,5,31.1,6,4.07,High,1
5.24,160.8,52.3,13,23.8,70.3,6,9,45.8,9,7.54,Moderate,1
2.75,219.0,56.5,4,22.3,51.2,11,4,27.8,16,6.94,Moderate,1
4.99,134.2,5.6,9,9.2,55.4,4,6,51.4,10,5.26,Moderate,0
1.41,273.2,82.2,0,-36.6,5.8,12,4,27.5,13,6.15,High,1
4.64,132.5,50.3,9,23.1,58.6,4,9,35.0,9,4.57,Moderate,0
3.11,99.7,28.7,12,4.0,67.4,7,9,44.2,8,8.08,Moderate,1
3.37,220.2,23.0,8,-4.4,48.5,11,5,51.6,13,5.85,High,1
4.52,79.7,8.2,6,44.7,100.0,2,18,45.0,2,5.58,Moderate,0
7.34,110.0,29.1,9,43.5,72.2,2,15,32.4,5,7.04,Low,0
2.9,192.3,31.3,6,25.4,51.0,7,10,28.1,10,5.51,High,1
3.76,189.8,70.5,8,18.5,70.8,7,0,36.8,2,6.92,Moderate,0
4.45,112.3,0.0,14,42.6,85.5,3,15,67.2,3,6.17,Low,0
1.55,197.3,39.7,5,10.6,42.8,12,0,28.1,7,4.94,High,1
4.11,139.3,17.6,5,24.8,60.0,4,11,28.3,11,6.93,Moderate,1
2.97,179.9,44.6,10,10.0,69.2,5,7,49.6,6,6.17,High,1
4.41,61.5,11.3,13,19.7,81.0,1,19,45.9,1,6.47,Low,0
3.86,192.3,35.2,8,22.6,38.7,8,10,37.6,6,6.11,Moderate,1
6.1,64.1,16.3,13,40.2,72.6,1,23,53.4,7,6.44,Low,0
2.83,215.1,42.8,8,11.0,48.5,10,5,47.4,14,6.06,High,1
3.63,85.4,38.8,12,12.5,74.4,4,10,53.9,6,6.24,Low,0
0.98,252.7,65.9,4,-27.3,18.8,10,0,16.1,12,4.5,High,1
2.86,101.6,59.0,9,11.6,71.0,5,12,32.9,9,5.75,Moderate,0
4.39,139.4,26.3,10,31.8,71.1,7,8,55.4,10,6.82,Moderate,1
3.19,187.7,36.0,6,3.6,50.7,7,11,51.4,8,6.35,Moderate,1
6.13,153.3,64.7,13,34.5,70.7,4,14,43.6,5,6.25,Low,0
1.32,241.2,81.5,6,7.9,56.6,10,6,34.0,9,4.66,High,1
3.67,89.5,22.6,12,9.3,69.1,6,13,26.6,12,5.72,Moderate,1
6.71,77.8,7.3,15,38.7,100.0,3,14,37.2,0,6.66,Low,0
6.44,103.0,18.0,15,36.7,83.6,1,15,53.7,1,6.56,Low,0
0.97,288.0,61.7,3,-2.7,30.6,12,4,31.6,13,5.12,High,1
4.39,157.5,35.3,8,22.9,62.3,3,10,18.4,7,7.79,Moderate,0
3.59,196.6,32.9,10,8.6,69.5,4,13,17.5,3,6.32,Moderate,1
5.11,177.9,52.8,9,11.6,56.3,3,12,35.0,6,4.46,Moderate,1
6.52,75.8,38.9,10,25.9,78.7,4,15,50.9,6,7.71,Low,0
3.39,85.6,33.7,12,8.4,55.8,8,13,32.3,0,6.12,Moderate,1
5.52,97.4,40.9,3,27.1,74.5,4,10,14.3,8,5.7,Moderate,1
1.75,259.4,91.4,4,-4.3,41.9,11,1,46.9,13,6.21,High,1
4.61,94.7,35.5,9,23.3,68.0,4,12,25.7,7,7.06,Moderate,0
6.21,102.9,53.0,9,34.7,81.2,0,22,44.7,6,5.88,Low,0
3.48,216.3,30.1,8,14.4,59.0,8,7,52.1,9,5.75,Moderate,0
3.48,93.5,51.2,14,28.3,62.9,6,8,45.5,5,8.0,Moderate,0
5.77,128.8,25.0,14,23.7,75.3,0,17,47.0,7,6.33,Low,0
3.76,147.8,81.8,7,-10.8,51.1,8,8,12.1,10,4.97,High,1
4.92,125.9,0.0,10,38.0,78.3,5,10,45.9,6,6.86,Low,0
4.81,154.7,9.4,9,34.5,81.2,4,17,56.6,5,7.56,Low,0
2.9,173.2,43.1,9,15.1,57.2,6,10,42.7,7,6.14,Moderate,1
5.49,175.9,0.0,7,14.3,73.8,4,15,25.9,3,6.57,Moderate,1
7.17,46.2,0.0,13,33.9,85.5,0,22,62.4,2,7.65,Low,0
1.68,206.6,79.0,5,-5.6,35.2,12,0,18.1,14,5.88,High,1
5.75,136.6,65.3,11,8.6,74.6,6,14,28.2,5,5.07,Low,0
3.87,229.1,54.4,12,30.1,59.3,5,12,46.7,4,7.47,Low,0
4.11,135.1,27.5,8,6.0,64.8,5,8,26.7,6,5.92,High,1
4.46,218.4,56.9,9,24.1,58.1,4,8,33.5,10,5.48,High,1
3.7,177.8,56.0,9,17.5,45.0,10,7,27.7,4,5.8,Moderate,1
2.85,169.8,72.0,11,25.7,51.0,5,8,36.6,8,6.03,Moderate,1
4.97,39.5,2.4,15,67.9,89.1,0,12,57.0,0,7.01,Low,0
5.27,70.8,16.9,12,27.7,71.5,2,8,35.2,0,6.29,Low,0
4.92,162.3,31.4,9,8.2,62.9,8,11,41.7,8,8.08,Moderate,1
3.41,152.2,49.9,10,14.8,52.4,6,10,36.7,6,6.57,Moderate,0
5.6,139.9,34.2,9,22.2,54.2,6,8,20.7,7,5.24,High,1
3.81,145.6,67.6,9,12.1,57.4,9,9,31.2,8,5.57,Moderate,0
2.06,156.8,26.0,8,20.0,63.7,5,3,44.3,4,5.96,Moderate,0
2.77,171.7,23.3,3,23.0,41.4,9,7,37.0,12,5.12,High,1
4.16,162.0,29.1,9,20.5,56.0,4,12,59.0,5,6.18,High,1
4.42,77.1,11.6,5,27.3,62.2,5,12,34.5,10,7.01,Moderate,1
5.29,135.9,45.7,10,7.7,60.1,6,16,28.2,9,6.4,Low,0
1.48,135.7,50.7,8,15.5,56.1,7,10,31.3,9,5.28,Moderate,1
3.61,213.0,50.0,6,-3.0,45.8,8,7,30.0,9,5.64,High,1
3.77,154.7,38.8,8,10.1,56.8,5,8,50.1,8,5.95,Moderate,0
2.12,266.0,51.1,3,5.4,43.5,10,5,41.4,17,5.58,High,1
3.61,149.1,54.6,7,5.2,58.8,4,12,31.4,9,5.31,High,1
1.95,180.1,58.1,3,-18.7,27.5,11,3,27.6,15,4.19,High,1
5.64,92.7,4.0,12,54.6,85.0,1,13,40.0,4,7.9,Low,0
3.48,95.6,20.6,11,9.6,74.8,5,15,44.6,9,6.94,Low,0
6.5,50.2,50.4,12,47.1,95.9,1,20,36.2,1,6.76,Low,0
5.29,104.1,0.0,11,49.0,83.0,3,15,57.5,1,8.08,Low,0
2.07,182.6,50.8,8,15.4,46.4,6,10,44.4,11,6.96,High,1
4.06,117.9,55.9,8,36.7,65.4,5,9,35.2,8,6.32,Moderate,1
2.29,138.4,44.9,10,2.2,36.7,7,12,38.5,6,6.29,High,1
4.01,114.9,34.0,10,31.3,65.4,3,13,43.3,1,5.7,High,1
5.2,88.1,36.3,11,44.1,82.4,5,13,48.0,1,6.69,Low,0
6.02,79.8,6.7,8,27.1,79.0,4,6,41.7,6,6.08,Moderate,0
2.47,179.0,40.1,4,13.5,39.8,9,3,39.8,21,6.05,High,1
3.8,146.5,39.5,9,7.5,78.6,5,8,34.1,6,6.65,Low,0
3.93,131.1,58.9,8,-5.5,66.7,6,7,38.9,3,5.82,Moderate,1
3.0,184.5,42.1,8,2.2,52.4,5,0,23.7,13,5.94,High,1
7.57,45.5,15.0,9,46.0,94.3,1,18,61.7,2,7.7,Low,0
3.26,159.3,39.7,10,30.7,61.6,6,12,66.0,11,6.56,Moderate,0
2.73,103.4,55.5,11,30.1,41.1,4,11,41.5,8,6.59,Moderate,0
6.35,103.7,15.5,7,29.1,67.8,6,11,49.1,10,6.54,Moderate,1
1.88,123.8,45.7,12,18.2,69.5,6,15,43.1,4,6.54,Low,0
1.1,214.7,64.0,9,6.2,48.3,8,6,21.1,9,5.57,High,1
5.43,54.3,9.1,13,45.9,87.6,2,22,48.2,3,6.98,Low,0
2.76,154.0,38.4,9,-31.8,55.3,7,6,43.9,13,6.79,High,1
1.24,172.7,61.5,7,-12.1,28.1,8,2,38.3,10,5.16,High,1
2.93,192.0,63.6,3,7.8,33.8,11,8,55.3,10,6.1,High,1
5.01,107.6,26.8,11,31.0,80.7,2,22,61.3,2,7.58,Low,0
3.9,95.6,39.7,12,42.4,74.8,5,11,38.6,7,7.08,Low,0
2.5,211.6,71.4,6,-6.3,45.0,9,5,40.8,11,4.73,High,1
0.34,144.6,50.5,3,-12.5,40.5,8,8,31.9,9,4.97,Moderate,0
3.07,224.6,62.9,8,-1.2,54.7,9,8,20.9,9,5.32,Moderate,1
5.16,139.7,23.4,7,34.3,62.4,6,9,46.7,6,5.51,Moderate,0
2.43,161.6,28.6,8,5.3,46.9,8,16,44.4,11,6.61,Moderate,1
3.69,166.1,44.3,9,32.1,55.5,8,9,54.8,7,7.26,High,1
1.87,89.0,46.5,11,47.6,70.3,3,15,54.8,5,6.94,Moderate,0
3.58,112.0,29.2,7,31.2,58.7,6,7,55.3,9,5.52,Moderate,1
3.44,101.8,52.0,7,5.4,76.0,6,7,31.6,6,4.7,Moderate,1
3.48,125.3,47.5,15,38.1,72.8,2,18,29.7,6,7.11,Moderate,0
1.57,170.9,41.1,8,0.1,30.9,8,5,27.5,13,4.56,High,1
6.36,103.4,26.3,9,22.0,62.8,5,8,64.4,7,8.17,Low,0
4.17,69.3,13.0,10,0.4,80.7,5,15,52.8,1,6.78,Low,0
2.99,137.7,58.6,12,11.1,51.5,9,8,30.3,2,5.99,Moderate,0
3.87,153.5,20.5,8,14.1,81.7,5,14,45.0,5,6.39,Low,0
1.93,167.7,41.2,9,4.1,46.0,6,7,41.3,7,6.82,Moderate,1
1.72,176.9,59.5,4,-2.5,36.8,6,9,38.7,6,5.87,Low,0
3.41,189.6,83.1,8,14.5,32.5,9,10,31.2,10,5.9,Moderate,1
2.95,173.7,28.3,9,-1.4,48.1,9,11,37.6,8,5.46,High,1
3.47,266.7,46.7,3,26.9,23.5,13,4,41.0,15,5.76,High,1
0.61,164.0,79.6,7,6.5,25.7,11,0,45.3,13,4.93,High,1
3.68,133.8,38.8,7,1.7,69.4,8,13,39.7,11,5.95,Moderate,1
0.75,202.3,70.9,6,-18.9,27.0,8,3,27.8,12,4.2,High,1
2.46,159.6,33.3,8,17.4,43.9,8,6,35.3,16,6.32,Moderate,1
4.26,105.4,16.4,10,26.4,67.5,2,9,20.5,4,7.25,Low,0
4.63,89.5,21.3,12,22.8,73.7,1,13,47.5,3,7.62,Low,0
2.87,147.8,19.7,5,-14.1,64.6,6,6,16.4,15,6.49,High,1
3.53,181.2,17.2,8,19.9,40.7,6,8,49.9,8,5.92,Moderate,0
1.81,188.5,66.0,7,21.9,42.6,6,2,22.7,14,5.94,Moderate,1
4.41,195.3,48.9,8,22.8,38.3,8,4,43.0,7,4.62,Moderate,1
4.54,106.5,20.8,10,24.0,95.8,1,15,49.7,1,6.47,Low,0
4.69,120.5,35.3,10,33.0,74.5,5,11,31.1,3,7.74,Moderate,0
3.4,137.8,29.8,7,14.6,56.7,5,5,25.9,11,6.66,Moderate,0
0.48,221.0,61.5,5,-1.9,26.9,11,7,13.6,13,4.96,High,1
1.85,257.9,80.8,4,-9.4,41.1,12,1,26.9,10,4.19,Moderate,0
2.24,190.3,61.2,10,-3.1,49.2,9,8,34.2,8,6.48,High,1
3.03,98.6,18.3,11,16.3,63.6,3,16,38.6,8,4.75,Low,0
3.83,101.1,0.0,11,27.9,64.5,6,10,36.5,5,7.96,Moderate,0
4.75,75.7,26.8,10,38.2,60.2,3,15,50.5,0,5.95,Moderate,0
6.48,79.9,13.0,10,35.2,85.5,2,13,41.9,4,7.52,Low,0
0.14,229.9,104.7,6,-16.1,27.5,9,3,25.9,12,6.71,High,1
5.26,113.1,32.0,11,29.1,80.2,3,15,64.4,4,4.88,Low,0
4.23,58.0,28.8,5,6.8,72.4,4,11,47.3,3,6.07,Moderate,0
0.9,222.9,64.7,5,-11.1,22.9,9,4,22.2,10,4.76,High,1
4.51,86.6,39.8,13,41.9,88.0,1,15,58.6,5,7.0,Low,0
4.95,117.8,47.5,8,-15.8,43.9,6,7,35.4,12,6.63,High,1
5.66,138.7,24.1,11,14.6,63.4,5,10,34.5,6,8.19,Low,0
3.84,91.7,22.5,6,27.4,61.7,4,10,24.2,8,5.96,Moderate,1
1.11,200.2,57.5,7,-4.1,44.3,11,3,24.0,14,6.56,High,1
4.51,143.2,34.3,11,24.2,74.0,3,21,60.3,0,7.14,Low,0
5.07,53.4,55.3,8,34.8,57.4,4,13,70.1,2,6.75,Moderate,1
5.69,47.8,34.1,10,15.2,99.8,3,16,45.3,0,8.34,Low,0
2.29,176.7,44.4,5,1.1,39.4,9,1,31.0,15,6.16,High,1
5.3,121.9,65.5,11,15.9,64.9,5,17,33.9,6,6.98,Low,0
0.77,288.4,38.1,1,0.1,23.5,13,4,26.2,12,6.75,Moderate,1
3.5,115.0,36.6,13,14.6,68.6,3,15,47.8,0,6.79,Low,0
3.14,199.7,59.4,7,0.7,59.8,7,9,17.1,15,6.67,High,1
4.74,58.2,18.0,13,38.5,90.4,4,16,41.1,1,6.17,Moderate,0
3.82,149.2,56.4,12,9.4,56.8,7,5,45.3,11,6.42,High,1
2.46,139.6,60.7,7,35.3,49.5,5,3,26.3,8,5.78,Moderate,1
3.66,154.4,51.6,5,32.4,73.2,5,10,48.9,4,6.78,Moderate,0
5.59,108.9,60.6,9,31.4,73.8,3,10,42.2,3,5.8,Moderate,0
3.61,134.3,20.8,9,40.3,51.6,6,14,55.6,6,5.61,Moderate,1
6.97,116.1,24.5,13,34.0,80.0,1,16,66.2,5,6.87,Low,0
2.71,122.5,63.0,4,25.5,49.4,5,11,26.5,10,5.99,Moderate,1
3.05,173.2,42.4,9,3.3,68.8,7,10,43.2,4,6.95,High,1
7.55,98.1,0.0,10,32.2,90.6,1,17,52.2,1,7.15,Low,0
1.69,195.6,84.5,9,36.5,49.4,11,12,37.0,11,6.3,High,1
2.59,157.0,31.9,3,-4.4,53.9,7,8,39.3,6,6.14,High,1
3.59,197.3,61.1,8,7.0,40.4,7,8,54.3,10,5.29,Moderate,1
3.04,115.4,45.0,11,19.1,62.5,3,11,52.3,5,6.85,Moderate,0
5.1,175.4,65.3,12,12.5,58.7,6,12,46.2,9,5.18,Moderate,0
5.8,108.4,5.4,12,5.6,78.2,2,18,53.1,0,7.81,Moderate,0
3.49,182.0,56.9,2,7.4,36.8,7,6,25.8,14,6.59,High,1
3.5,208.1,67.4,7,-0.1,61.4,5,10,28.6,9,5.61,High,1
3.04,116.1,50.8,12,2.0,57.1,7,10,36.0,1,6.85,Moderate,1
4.64,134.1,19.9,10,21.5,64.2,4,18,31.9,0,8.08,Moderate,0
