productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
23.74,48.26,4.85,5648,6,17,4,21,2.56,1.64,0.93,31.26,212.06,148.57,114.12,6.66,11.99,39.15,6,39.34,4
35.48,38.94,3.79,9717,10,36,9,18,0.14,0.63,1.08,25.26,156.79,159.41,124.88,6.89,24.02,36.9,3,59.1,5
68.45,61.04,5.78,29711,30,47,15,12,2.48,0.84,1.75,56.17,282.15,139.41,77.98,7.41,69.69,78.45,5,56.39,0
60.67,49.88,4.45,8625,9,31,9,22,1.06,1.15,1.32,46.04,194.44,159.91,73.06,8.65,27.31,65.29,4,49.38,5
43.23,49.28,4.13,33492,34,28,8,19,2.11,1.58,1.29,53.81,209.4,158.66,71.57,8.14,66.74,44.01,2,106.55,6
45.78,56.65,4.71,21462,22,30,3,17,1.75,0.99,0.29,44.62,193.06,173.4,120.89,7.5,47.05,55.71,4,47.83,6
53.33,46.18,5.59,20052,21,29,7,21,1.51,1.7,1.0,61.53,272.92,141.6,88.38,6.64,43.25,59.63,4,63.98,2
53.49,44.42,4.64,26383,27,48,8,19,1.7,1.43,1.23,59.27,224.99,96.88,106.29,7.49,50.96,68.07,3,72.15,2
73.91,59.16,7.35,29012,30,54,10,10,3.39,1.91,1.24,60.52,346.6,156.22,54.28,8.15,53.71,77.53,8,36.4,3
68.6,60.84,6.75,27039,28,45,13,14,2.19,2.12,2.29,74.95,304.82,113.62,97.41,6.18,60.06,79.9,5,69.84,7
83.92,79.96,7.48,15032,16,64,17,8,0.71,1.19,1.59,87.82,376.34,32.7,53.74,6.53,36.28,82.71,8,53.4,7
44.04,61.29,4.33,35263,36,26,5,15,1.98,1.52,0.53,51.56,164.05,127.44,127.69,7.08,78.99,60.44,2,84.31,7
50.48,68.96,5.68,22677,23,42,11,13,1.24,0.97,2.03,55.08,265.9,117.56,126.51,6.55,51.32,68.06,4,67.43,7
59.54,70.26,6.37,17566,18,38,15,16,2.91,1.71,0.9,62.18,246.54,99.82,85.79,7.44,42.92,61.91,6,44.52,3
77.44,54.68,7.9,21223,22,51,13,15,2.11,2.48,1.48,74.95,371.82,112.31,95.12,8.16,37.92,78.45,6,61.77,0
68.05,59.98,5.95,18485,19,62,13,6,2.41,0.95,1.05,48.25,271.59,145.37,100.02,6.06,27.87,67.91,5,54.53,3
77.92,57.28,7.32,25344,26,51,17,13,1.06,2.54,1.29,68.79,304.24,108.47,94.79,5.23,55.33,84.68,6,56.0,7
47.6,39.39,5.82,24710,25,32,11,18,0.0,1.5,0.6,54.96,248.72,185.83,97.53,7.0,54.27,60.89,8,35.15,7
48.15,49.51,4.57,31499,32,29,11,13,2.34,1.67,0.81,42.82,197.14,180.21,111.59,5.72,83.89,53.59,3,70.51,0
54.45,53.46,4.05,19163,20,39,9,13,0.76,1.39,1.15,61.68,187.21,123.28,134.59,7.32,41.01,67.71,4,51.56,0
68.0,77.25,7.47,20312,21,56,10,14,3.58,2.4,1.05,60.76,343.44,64.62,45.64,6.99,53.01,65.77,5,73.82,3
51.74,60.4,4.03,19574,20,32,10,17,0.86,1.32,0.81,53.81,183.83,130.37,103.12,6.59,48.0,71.75,5,31.47,5
71.06,75.01,7.7,24544,25,53,18,13,3.88,0.67,1.78,83.29,363.4,93.99,22.97,7.03,48.08,88.09,6,66.28,7
39.95,57.32,2.67,12472,13,27,7,19,1.35,0.86,0.44,27.61,130.56,178.35,107.19,8.81,32.22,64.33,1,120.0,5
33.35,30.88,3.42,10302,11,15,6,24,1.6,0.37,0.75,20.82,166.17,223.68,124.6,7.08,22.15,41.12,1,120.0,3
29.42,42.98,3.37,15882,16,16,6,21,0.65,1.15,1.15,35.65,141.94,175.79,140.42,6.52,41.57,31.82,2,72.32,4
68.32,46.93,6.86,35644,36,45,14,14,1.35,2.28,1.72,43.68,314.61,125.8,51.46,5.6,78.09,63.67,6,51.2,7
34.1,44.01,2.19,26625,27,24,7,15,1.31,0.87,0.45,43.9,115.57,257.08,108.88,6.74,68.96,30.25,1,110.4,6
73.14,60.44,6.5,24361,25,61,18,14,2.95,2.32,1.36,55.53,292.69,94.57,56.38,7.47,56.71,64.95,6,48.18,7
46.53,47.95,3.93,11580,12,22,7,17,1.78,0.25,1.36,41.05,173.48,170.84,106.39,8.18,26.43,32.9,4,41.0,4
62.03,54.3,4.68,36269,37,46,16,9,2.08,1.26,1.65,59.19,216.43,87.7,96.16,6.94,83.7,66.87,4,53.03,0
77.14,69.93,8.51,13735,14,48,17,13,3.16,3.15,1.03,69.57,419.41,110.04,62.96,8.57,24.36,73.17,8,48.62,3
58.27,40.12,4.48,30499,31,29,9,20,2.1,1.11,0.59,50.65,196.08,196.01,72.61,5.51,75.94,66.59,5,32.66,1
46.36,49.04,2.41,16031,17,32,5,18,0.62,0.43,0.95,43.51,114.75,108.51,98.0,7.35,42.26,59.31,3,38.13,5
49.7,61.47,5.79,11968,12,39,7,18,2.99,1.59,1.46,38.07,276.17,102.08,99.14,10.0,18.24,62.17,5,62.19,4
28.18,54.04,2.63,9536,10,21,6,18,0.76,0.38,0.18,33.92,123.07,202.82,118.24,7.53,27.9,47.58,3,39.11,5
44.96,51.31,4.99,7466,8,30,12,16,2.11,0.7,1.28,60.38,224.85,164.45,131.41,5.98,27.58,57.72,3,76.94,5
19.85,21.96,1.45,9663,10,12,4,21,0.96,0.1,0.0,19.31,60.59,150.38,127.27,9.34,30.92,30.57,3,17.93,6
22.64,26.72,4.01,26092,27,32,5,24,2.28,1.25,1.1,5.19,198.2,169.27,114.93,7.14,52.75,49.15,3,73.61,6
55.84,47.29,6.34,15883,16,37,13,15,1.98,1.45,1.71,70.02,297.06,125.32,74.7,7.63,23.77,64.94,6,47.93,5
41.34,49.51,4.59,22098,23,30,9,16,1.51,0.98,0.89,49.6,208.82,36.69,93.03,6.84,48.86,66.12,3,67.68,5
53.0,64.25,4.2,11129,12,24,8,17,1.37,1.42,0.52,47.99,164.67,118.86,132.54,8.87,28.2,55.22,3,45.99,5
58.27,56.05,5.2,24354,25,45,15,13,2.07,0.89,0.59,59.09,273.71,132.96,79.6,5.73,37.04,66.87,2,120.0,2
49.59,61.68,4.73,18866,19,31,9,15,0.55,0.68,1.33,53.12,229.14,123.63,114.24,7.31,40.95,68.19,4,60.08,5
72.07,64.32,7.13,27203,28,50,16,14,1.37,0.93,1.95,66.24,327.6,103.11,90.42,6.87,63.55,65.86,7,46.85,7
35.76,32.89,2.56,36122,37,9,0,20,0.87,0.37,0.47,32.85,136.83,178.25,156.14,8.01,81.64,27.76,1,120.0,6
35.3,24.48,3.22,19519,20,18,6,14,0.21,1.1,1.17,28.78,146.91,220.25,136.88,8.09,43.03,56.04,2,68.1,5
33.28,35.33,2.77,26706,27,14,5,23,0.76,0.47,0.62,26.54,168.61,192.2,132.82,8.26,55.67,46.19,3,53.36,1
68.29,56.97,6.8,20779,21,52,14,14,2.29,2.29,0.6,58.62,326.69,122.86,89.75,8.53,38.82,61.54,5,56.82,3
45.83,45.94,3.88,28453,29,29,9,16,0.64,1.02,0.55,48.85,166.04,115.64,99.46,6.39,60.8,54.33,4,42.47,0
47.82,40.4,3.77,5211,6,27,7,15,0.0,1.66,0.28,48.3,197.76,162.11,149.96,10.0,20.42,58.0,4,49.69,5
51.08,56.32,4.46,28550,29,28,5,12,0.89,0.39,1.16,42.84,192.95,77.41,115.94,6.9,61.72,48.04,3,68.66,4
56.82,76.97,5.82,20223,21,52,16,14,1.66,2.21,1.84,79.74,246.23,78.36,64.13,5.9,48.32,56.4,7,31.94,7
82.3,86.89,6.54,10238,11,65,16,8,0.54,1.46,1.12,76.46,306.26,45.77,79.29,7.83,26.82,79.58,5,55.67,5
55.96,50.41,6.84,11485,12,40,11,15,2.85,0.89,2.31,62.32,295.74,101.36,52.41,3.68,27.69,67.9,5,67.36,4
83.09,72.99,6.86,20849,21,55,15,13,0.39,0.9,1.06,67.17,323.08,75.24,56.41,6.48,36.63,71.43,7,44.19,2
66.91,71.01,5.29,21727,22,43,15,18,2.02,0.65,0.94,61.92,195.92,124.58,90.72,5.89,39.76,55.84,4,54.01,5
67.83,64.3,5.7,13869,14,41,13,9,0.69,2.19,1.11,68.65,236.63,141.79,83.28,5.96,20.72,67.79,5,47.73,5
36.1,27.78,3.97,18007,19,18,7,17,0.41,1.89,1.14,14.75,205.52,188.25,127.93,6.21,37.63,47.18,3,74.41,4
65.79,64.0,6.26,33645,34,49,11,12,2.52,1.59,1.46,44.35,290.61,132.8,54.01,6.42,66.99,66.09,5,56.95,0
31.24,47.47,4.34,15661,16,29,7,22,0.99,0.55,0.69,25.53,200.37,192.98,107.59,6.35,36.97,59.74,3,67.97,4
28.74,26.17,2.83,19628,20,15,3,21,0.87,0.85,0.3,23.19,149.66,232.03,112.77,4.94,49.87,36.25,1,120.0,6
47.61,52.19,4.77,18239,19,30,7,21,2.15,1.32,0.9,36.79,243.36,187.01,113.28,8.89,43.56,65.52,4,62.04,3
22.13,15.7,1.93,17379,18,17,1,23,0.54,0.49,0.42,1.52,93.64,221.91,131.33,4.82,41.2,46.91,1,93.22,1
38.2,53.8,4.52,32723,33,25,10,18,1.8,1.23,1.08,47.33,210.74,181.9,88.62,6.92,81.16,49.53,4,53.12,1
57.3,60.44,5.8,10690,11,34,11,20,1.89,1.64,0.96,39.2,267.99,142.72,66.57,6.98,25.97,47.37,4,68.83,3
43.77,65.48,5.0,36755,37,31,12,18,1.31,1.74,0.28,53.14,216.65,183.16,91.27,8.24,79.67,60.61,3,65.53,0
63.22,47.05,6.14,22061,23,46,14,18,1.92,2.07,0.09,67.9,255.98,153.89,71.32,9.18,48.97,80.63,4,63.02,0
58.46,48.33,4.92,22212,23,32,10,19,0.27,1.09,0.79,30.85,234.31,159.89,71.55,7.37,43.79,43.6,6,40.64,4
60.28,68.23,6.59,13884,14,43,14,12,3.33,2.71,1.37,68.58,289.08,132.08,56.77,6.62,24.75,59.76,4,73.18,2
83.8,61.89,7.97,23024,24,51,19,9,3.44,1.84,2.24,77.85,340.22,111.86,97.34,5.77,41.0,84.1,7,45.77,7
41.29,60.62,4.47,31572,32,22,10,25,0.96,0.91,1.68,31.82,194.16,125.01,108.94,5.22,72.32,57.5,3,70.75,7
61.98,68.32,6.17,12599,13,40,12,15,1.63,2.64,1.84,70.19,288.7,71.98,116.46,6.98,42.6,58.9,5,67.24,7
62.67,40.12,4.91,35389,36,35,13,17,0.8,1.65,1.43,55.99,182.35,153.15,36.11,6.98,76.09,59.21,6,24.13,7
41.28,52.6,4.49,18679,19,36,5,21,1.5,1.11,1.65,44.46,182.88,160.05,117.73,6.96,41.27,55.75,5,30.66,4
38.88,43.55,4.24,26876,27,23,7,29,0.57,0.99,1.12,44.19,152.95,176.74,117.74,7.36,59.98,40.41,5,32.12,1
68.72,60.65,6.77,19486,20,40,12,17,1.19,1.41,2.01,72.57,317.46,155.06,75.17,7.43,43.53,66.98,6,58.87,7
88.12,68.56,8.53,41164,42,60,18,7,2.23,1.42,1.07,74.2,410.42,84.81,40.01,5.03,78.36,76.62,8,51.94,0
45.65,48.64,4.9,15076,16,26,7,17,1.34,1.87,0.94,42.15,217.19,221.71,114.04,6.24,33.0,49.29,3,74.72,4
50.84,51.63,4.73,10376,11,36,14,17,1.85,1.73,0.59,47.32,222.78,137.69,103.66,8.72,32.14,70.83,3,70.64,3
67.24,56.17,7.7,37311,38,47,14,10,1.47,0.78,1.8,61.91,343.36,95.45,53.89,8.65,67.0,53.96,5,69.68,7
42.9,41.53,4.3,19088,20,20,9,18,1.67,1.74,0.06,39.94,186.44,219.94,111.81,7.35,51.4,51.31,5,37.01,1
69.09,57.43,7.44,29177,30,51,13,8,2.48,2.53,1.81,62.52,329.52,182.2,70.42,7.46,56.79,80.07,6,61.3,0
57.86,53.12,5.99,25508,26,44,12,21,0.61,0.8,1.44,47.26,236.82,180.24,87.99,5.51,42.02,58.24,5,44.31,4
38.54,56.61,3.66,28710,29,19,7,15,1.16,1.53,0.37,42.45,145.9,132.03,122.77,6.73,77.66,44.76,4,39.2,6
64.3,83.75,4.89,17004,18,52,11,13,1.39,0.83,0.47,64.18,236.89,118.0,81.99,7.42,40.51,73.81,3,81.77,5
70.05,65.26,6.65,20746,21,45,17,11,0.72,2.45,0.83,64.71,321.8,67.05,110.56,7.39,44.01,76.97,7,47.63,7
86.49,78.84,8.64,30091,31,56,22,10,0.29,2.69,1.68,90.37,364.78,87.17,90.27,7.53,66.28,90.56,6,61.92,0
72.48,72.57,6.3,31993,32,42,15,13,1.51,2.08,1.48,58.54,258.77,137.89,113.07,8.41,79.05,74.25,4,66.01,7
40.63,52.82,3.26,23531,24,23,8,23,0.92,0.65,0.6,44.66,172.87,153.09,136.92,6.83,62.56,49.39,2,87.07,6
78.65,73.05,8.65,32241,33,56,19,5,4.23,2.59,2.36,84.0,388.36,201.34,91.04,8.87,61.22,88.6,7,62.44,7
55.49,47.56,5.61,17181,18,33,7,17,2.32,2.11,1.03,52.42,243.2,124.61,76.12,6.43,31.65,65.68,6,38.87,3
67.44,64.11,6.88,27055,28,43,16,16,2.34,2.41,2.23,81.03,313.8,114.59,77.98,5.0,48.24,90.97,5,66.84,7
27.51,46.37,3.14,20402,21,17,4,21,1.79,0.68,0.34,22.14,161.33,164.28,138.18,8.33,55.85,28.82,3,54.21,3
46.39,50.91,3.84,14486,15,26,5,16,1.23,1.02,1.08,25.8,187.63,159.2,118.4,6.31,41.6,36.11,1,120.0,4
63.33,39.59,3.91,27144,28,38,12,16,1.43,1.58,1.1,35.59,203.22,157.76,103.64,8.79,52.05,72.44,5,35.15,1
45.08,58.6,2.29,14430,15,39,4,17,0.7,0.54,0.72,52.9,114.35,200.01,132.23,7.62,44.28,66.64,2,63.73,1
56.74,53.73,5.14,27819,28,33,12,17,0.7,0.34,0.69,38.98,238.58,154.38,90.91,4.99,56.63,64.1,4,49.3,5
22.61,48.28,1.03,16384,17,9,3,24,0.0,0.64,0.25,21.44,34.84,205.99,133.52,8.47,43.92,38.67,1,35.03,5
67.96,67.76,7.38,19651,20,60,16,8,2.3,1.23,1.92,63.52,339.01,157.93,57.79,6.49,34.69,67.57,7,48.88,4
43.18,57.99,2.96,29415,30,22,9,20,0.98,0.45,0.66,41.91,152.79,79.25,170.52,7.63,63.57,53.1,2,76.01,6
64.53,45.01,4.07,14123,15,44,12,13,1.72,0.97,0.53,60.43,167.03,199.01,83.96,6.78,29.06,63.93,2,75.88,3
51.08,49.5,5.28,22521,23,48,8,14,1.95,2.19,0.92,48.3,215.37,167.19,102.44,7.1,46.66,52.25,4,56.12,4
46.29,45.9,4.73,23726,24,30,8,19,1.25,0.53,1.29,44.61,206.36,158.61,90.32,6.38,42.97,57.37,2,103.2,4
91.25,73.5,6.85,21820,22,60,19,7,2.17,1.56,0.78,82.89,336.49,8.57,78.7,5.11,51.02,77.62,6,55.77,0
46.87,68.09,5.1,28723,29,34,9,15,1.91,1.02,0.86,59.91,250.66,123.14,87.37,5.76,61.91,76.39,3,82.62,2
68.44,57.2,5.46,23037,24,49,14,15,2.6,2.23,1.49,53.48,222.52,130.11,97.41,6.22,41.29,68.71,3,70.75,0
29.06,51.44,3.88,22648,23,11,0,22,2.04,1.13,0.84,21.16,223.65,197.96,122.0,4.94,52.44,18.22,4,56.26,3
65.24,62.7,4.75,19532,20,33,7,11,0.59,0.35,1.05,53.48,229.59,120.12,127.89,5.86,37.48,61.55,3,83.63,4
41.15,49.87,3.69,6073,7,29,14,21,1.9,0.81,0.53,43.46,155.25,199.99,147.62,6.72,16.75,39.94,3,54.8,3
41.41,42.15,3.89,21386,22,30,6,18,1.66,0.9,0.66,24.07,138.86,212.05,106.79,7.33,40.94,56.98,3,47.13,4
40.49,45.18,1.93,11256,12,20,5,21,0.71,0.26,0.79,27.88,84.43,132.88,115.93,7.47,30.24,54.56,2,40.53,6
38.95,55.46,3.19,26561,27,24,5,22,0.83,1.17,0.75,29.62,130.14,140.66,145.09,7.14,72.21,31.14,3,35.39,6
54.41,46.34,5.15,20622,21,31,13,17,2.32,1.8,1.51,48.77,247.97,178.5,88.85,6.84,41.09,52.05,5,48.91,3
39.84,45.63,3.16,23275,24,40,9,16,0.38,0.7,0.28,44.01,122.42,164.15,136.65,10.0,57.78,56.1,3,42.03,1
46.59,51.8,3.91,23226,24,30,6,21,0.7,1.45,0.98,35.49,189.77,160.66,111.37,9.35,53.22,58.49,4,37.47,5
68.41,51.51,7.56,23173,24,38,17,15,0.49,2.83,1.79,46.2,361.64,171.55,81.83,6.54,48.3,59.33,6,66.09,2
58.17,35.83,6.76,18967,19,49,10,9,2.67,1.04,0.9,46.58,326.03,178.95,78.28,6.73,42.36,60.51,6,53.11,3
50.61,40.39,4.57,33836,34,31,8,17,0.42,0.97,0.96,52.42,231.15,131.74,138.97,7.04,76.46,64.69,2,120.0,0
69.59,51.62,7.04,29884,30,37,12,9,0.71,2.56,1.4,55.54,321.19,184.28,118.72,8.24,59.62,71.17,6,57.11,0
38.77,55.64,4.77,16797,17,23,7,19,1.96,0.31,0.89,41.63,214.05,170.37,89.74,5.92,32.44,50.73,5,35.34,3
40.48,46.86,5.11,24431,25,22,6,16,0.27,1.27,0.41,35.41,219.18,159.48,113.48,8.64,56.71,63.03,3,62.86,4
60.92,40.73,4.9,21833,22,34,11,18,2.01,1.67,1.24,38.81,223.52,125.1,69.53,6.54,58.17,59.93,2,107.89,2
78.73,72.89,8.53,26181,27,56,17,5,2.81,3.07,2.42,85.97,377.79,27.02,50.94,7.05,54.21,76.76,7,55.66,7
31.09,25.53,3.62,25549,26,27,7,17,0.95,1.64,1.06,39.06,178.68,225.62,100.64,8.75,66.77,48.9,3,59.59,5
68.93,70.77,7.99,30622,31,51,14,16,4.38,3.47,1.52,66.09,359.57,95.45,57.96,8.83,58.06,73.66,5,69.98,3
45.18,49.72,4.15,24467,25,37,8,21,1.03,0.43,0.22,42.09,222.76,113.23,96.45,5.56,65.41,63.38,4,52.8,2
32.56,62.53,3.03,25961,26,25,6,16,0.16,0.78,0.5,52.69,130.53,103.47,158.54,7.37,44.39,57.3,3,41.15,0
44.05,47.17,3.86,8978,9,22,7,22,0.72,0.95,0.52,42.0,203.06,168.57,134.96,6.88,20.96,53.14,5,39.37,5
52.55,59.36,4.76,22366,23,30,11,15,1.36,1.66,0.75,54.54,225.54,67.67,73.9,6.55,53.21,60.34,5,50.14,0
62.97,60.0,6.47,31992,32,39,13,17,0.76,0.91,1.22,43.89,281.96,95.38,105.81,8.2,70.97,81.85,4,72.16,0
53.59,46.47,6.06,19598,20,40,8,9,1.61,2.02,0.9,54.97,285.98,166.34,105.77,7.54,40.09,64.77,4,70.62,7
74.21,61.02,7.51,24359,25,40,13,15,3.27,1.72,0.62,64.6,350.99,84.82,86.01,8.41,40.73,68.68,5,65.56,7
46.78,56.07,4.67,36604,37,28,10,14,2.25,0.51,0.81,38.43,218.44,190.81,76.86,7.77,69.97,59.8,4,64.48,0
51.17,44.4,5.51,25739,26,33,6,16,1.88,0.67,1.61,45.8,246.66,173.63,54.41,6.22,67.27,52.23,5,55.91,2
70.01,69.7,8.21,16010,17,53,17,13,3.64,1.51,1.61,77.58,353.61,99.31,83.77,7.25,34.06,84.18,6,51.71,3
23.92,27.28,2.83,9332,10,17,0,22,0.86,0.52,1.56,9.29,142.44,292.37,144.26,5.75,13.48,18.22,1,120.0,4
72.01,67.91,8.04,17238,18,46,12,16,3.47,2.28,1.68,83.61,384.18,124.14,60.77,8.73,32.57,60.9,7,59.65,3
38.5,31.0,3.79,19669,20,22,5,19,1.25,0.18,0.59,36.79,174.76,156.66,108.23,5.36,44.74,37.3,4,47.84,4
38.34,49.51,3.36,30180,31,26,10,21,1.46,0.99,0.36,39.14,114.77,138.21,113.52,7.53,70.93,54.41,3,42.86,6
78.29,65.79,7.73,24206,25,49,14,16,2.64,0.62,2.26,68.51,371.33,96.1,108.51,6.32,64.32,77.36,5,73.7,7
61.14,52.17,5.48,20023,21,34,9,16,2.66,2.01,0.6,57.35,236.43,200.23,98.61,8.6,41.73,70.1,5,46.81,0
53.45,64.15,6.05,21165,22,43,15,15,2.89,1.15,1.46,39.62,268.43,127.34,86.56,6.32,42.89,78.8,6,40.9,3
79.64,58.54,7.91,32633,33,47,13,9,1.11,0.89,1.09,73.47,371.04,153.53,63.75,7.11,60.82,78.93,5,74.16,0
42.85,38.7,3.76,13327,14,30,4,18,0.77,1.39,0.96,37.39,172.53,157.43,117.97,6.77,37.41,43.76,3,54.06,5
78.35,66.24,8.59,24666,25,53,13,4,1.69,2.38,1.42,76.56,396.85,135.9,54.25,6.46,50.08,68.37,7,58.6,0
41.95,58.75,3.54,22101,23,23,8,20,1.11,1.49,0.0,26.54,133.54,79.3,96.62,7.02,55.84,42.98,3,49.81,4
29.85,39.37,2.95,30813,31,19,0,22,1.2,0.13,0.72,21.39,102.73,181.52,145.11,9.83,75.61,37.24,3,37.71,1
65.87,54.94,6.22,28971,29,44,9,15,2.26,1.79,1.35,60.44,303.46,115.05,95.47,8.74,64.12,64.06,6,48.55,7
26.03,36.02,3.2,7784,8,33,6,22,0.88,0.45,0.12,28.46,124.02,148.82,136.28,6.68,11.63,40.87,4,29.4,5
57.96,58.9,6.76,24569,25,41,13,13,2.83,2.55,1.55,48.16,342.65,161.91,98.21,6.45,46.67,72.0,6,47.51,4
49.38,47.46,4.71,17252,18,30,6,15,1.08,1.0,1.01,51.9,211.59,168.53,80.2,7.33,34.19,54.15,5,31.65,5
69.83,66.07,5.27,28242,29,44,18,12,2.36,1.73,0.77,63.97,226.27,119.96,83.69,8.35,74.07,72.75,5,47.63,0
68.73,73.43,6.19,24645,25,49,15,14,0.96,1.22,0.75,66.63,255.76,113.12,86.81,9.22,51.68,67.94,5,44.33,0
69.31,61.98,7.39,16958,17,47,11,11,3.81,2.21,1.49,69.59,335.32,127.41,58.51,6.88,33.31,83.49,6,64.57,3
40.98,27.14,2.84,9780,10,24,7,22,1.51,0.83,1.04,30.18,121.71,218.02,127.0,6.85,32.93,44.55,2,58.6,1
77.96,75.62,8.13,25839,26,52,20,13,2.69,2.12,1.35,68.04,361.29,60.28,58.97,6.05,45.72,71.61,8,47.99,0
73.36,70.97,6.92,19839,20,47,15,13,0.72,1.63,1.74,61.08,337.86,107.27,117.13,7.86,43.87,64.26,5,74.96,0
17.76,34.33,1.33,20357,21,9,1,26,0.21,0.19,0.4,18.16,45.3,265.5,124.14,6.75,55.47,34.21,1,43.91,6
87.06,56.94,8.55,24354,25,53,18,8,1.43,2.71,0.98,78.94,375.89,189.39,29.92,5.12,27.77,71.11,8,43.29,2
53.36,54.13,6.17,29669,30,38,13,14,1.52,1.75,0.8,54.14,261.37,143.02,101.19,8.6,59.12,78.61,5,51.45,2
26.05,41.65,3.05,17332,18,20,8,19,0.69,0.37,1.1,43.35,155.02,172.15,119.3,7.49,39.49,40.87,2,73.22,5
82.01,74.54,7.83,20224,21,63,18,6,1.01,2.43,1.67,84.82,364.89,142.92,68.79,7.76,37.52,85.93,5,71.77,7
73.4,56.75,8.27,21919,22,45,14,7,3.49,2.07,2.25,64.4,402.44,186.21,63.39,7.02,43.94,73.34,6,56.09,7
53.71,69.1,5.15,18530,19,36,13,11,0.93,1.73,1.0,57.07,234.09,152.78,118.77,6.69,40.65,63.95,5,54.0,5
66.61,59.67,6.91,14789,15,42,12,14,1.42,2.68,0.93,56.4,287.91,105.85,82.2,6.49,37.33,68.65,5,67.89,0
58.76,64.98,5.73,22491,23,56,9,10,1.19,2.47,0.79,61.66,257.93,80.51,93.61,8.44,39.66,76.68,5,46.91,5
49.41,39.18,4.76,31936,32,29,6,18,2.0,2.29,0.8,53.85,220.78,217.79,142.74,5.29,75.14,66.38,5,41.54,1
48.22,44.67,3.1,25625,26,21,2,20,0.94,1.33,0.16,38.83,138.69,163.15,125.95,5.31,55.81,53.26,2,63.3,6
45.73,57.39,4.5,17819,18,28,8,16,1.46,1.73,1.13,39.87,200.33,143.57,99.85,8.09,38.61,67.75,3,72.75,3
42.89,39.26,4.15,11238,12,28,7,12,1.15,0.68,1.45,35.9,204.71,146.75,102.28,8.08,13.89,59.6,4,60.83,4
43.37,46.05,5.01,14317,15,29,11,14,2.43,0.6,0.01,47.71,221.07,183.1,100.07,7.04,20.44,84.62,3,76.93,5
37.57,32.87,3.55,9122,10,42,5,19,1.44,0.85,0.89,33.22,131.57,222.4,88.12,6.42,23.45,44.96,2,71.02,4
29.67,59.43,3.38,22043,23,22,4,20,0.54,0.91,0.54,40.92,139.53,131.08,116.52,6.56,60.81,57.22,3,41.08,5
59.08,59.62,5.79,21350,22,32,10,17,1.53,1.09,1.57,45.66,239.69,127.16,99.39,7.35,50.87,70.9,5,50.98,0
78.65,79.29,8.96,22308,23,58,18,13,0.78,3.38,2.45,74.07,420.53,108.24,27.89,6.2,39.2,77.22,7,57.58,7
42.51,34.35,4.59,32652,33,26,8,10,2.17,1.58,0.5,33.03,179.04,207.55,93.62,6.55,79.51,63.44,4,46.11,3
71.39,64.19,6.27,33871,34,41,13,15,1.19,2.0,0.46,73.58,247.73,104.59,81.81,6.29,68.68,71.8,6,44.18,0
39.74,44.92,4.08,12399,13,24,5,22,1.18,0.98,1.12,42.99,202.69,175.15,91.79,8.83,15.2,59.29,3,70.78,4
64.58,68.37,6.34,13906,14,41,7,11,1.5,0.37,1.49,62.21,269.24,119.73,125.02,6.03,28.79,78.39,6,45.36,5
45.02,38.97,4.7,31758,32,31,6,13,2.51,1.67,1.12,44.79,214.76,202.18,83.02,6.74,75.35,50.24,4,62.65,7
46.7,43.24,3.67,9822,10,51,13,19,0.45,0.32,0.34,49.12,166.63,244.18,100.87,7.59,15.83,55.0,3,55.35,5
38.54,36.46,3.77,13281,14,22,6,21,0.88,0.86,0.95,40.54,189.31,164.22,117.92,9.64,34.38,43.71,4,51.45,5
46.79,53.84,4.89,19024,20,39,7,21,1.29,1.72,1.45,53.8,219.87,163.22,91.88,5.11,35.69,66.9,4,48.19,1
65.18,69.0,6.93,39092,40,45,19,12,0.72,2.35,2.31,74.29,292.92,117.18,111.73,5.6,93.85,77.43,6,49.12,0
52.65,58.39,3.49,11003,12,28,7,20,1.45,0.23,0.61,50.95,147.37,144.44,90.69,7.8,27.67,51.59,3,49.27,6
68.87,73.84,7.11,30209,31,46,15,11,3.03,1.11,1.03,58.76,324.68,102.29,60.87,5.8,59.24,73.89,6,50.04,0
64.36,49.85,5.32,20809,21,42,8,16,2.25,0.13,1.31,53.69,266.07,93.73,104.17,7.82,43.21,75.1,5,58.13,4
81.95,69.26,8.76,22721,23,61,18,12,2.73,2.69,2.22,61.71,400.55,85.6,55.29,5.59,46.06,100.0,7,50.06,7
35.35,35.66,2.11,22962,23,18,5,21,0.03,0.43,0.59,38.01,71.28,122.06,103.07,6.05,65.88,50.61,1,74.26,6
74.19,55.16,6.87,37437,38,48,15,10,2.39,1.88,1.45,54.16,271.13,107.52,76.2,4.5,81.06,69.67,8,32.76,7
41.06,35.25,4.19,14378,15,26,7,18,2.38,1.84,0.9,37.47,196.71,219.1,117.3,6.99,40.28,61.63,5,34.92,1
80.07,59.07,8.4,21239,22,49,18,13,1.44,2.05,0.71,62.66,381.08,125.69,97.27,7.69,33.45,87.7,8,44.24,0
52.4,51.99,5.9,17084,18,35,9,9,0.58,0.54,1.87,54.48,265.33,158.87,107.19,7.51,31.86,65.77,4,65.7,4
15.18,39.8,3.72,24950,25,9,5,26,0.99,0.52,0.66,34.81,182.62,163.53,151.46,7.02,61.26,42.89,4,54.48,6
